,index,Titre,Année,Genres,Synopsis,Note,Votes,Popularité,Durée,youtube_url,poster_url,id,Budget,Recette,Synopsis_fr
746,2302,Classe moyenne,2025,Comédie,"Mehdi had planned to spend a quiet summer in his in-laws' sumptuous home. But as soon as he arrives, a conflict breaks out between his girfriend's family and the villa's janitor couple. As Mehdi comes from a modest background, he thinks he can lead the negotiations between the two parties and bring everyone back to their senses. But things start to escalate...",6.0,64.0,1.1766,96.0,https://www.youtube.com/watch?v=FZzjItbKqOI,https://image.tmdb.org/t/p/w500/2TznRLhTEzMVS8JibDU5tKzTMkl.jpg,1313211,0.0,0.0,"Mehdi avait prévu de passer un été tranquille dans la somptueuse demeure de sa belle-famille. Mais dès son arrivée, un conflit éclate entre la famille de sa petite amie et le couple de concierges de la villa. Mehdi étant issu d'un milieu modeste, il pense pouvoir diriger les négociations entre les deux partis et ramener chacun à la raison. Mais les choses commencent à dégénérer..."
747,2307,Le Beau Rôle,2024,Comédie | Romance,"For years, Henri and Nora have shared everything: they love each other, and she directs the plays he performs in. When Henri lands his first film role, the production of their new show is threatened, and their relationship explodes. They start wondering: is it possible to love each other without belonging to one another?",6.3,29.0,0.5323,84.0,https://www.youtube.com/watch?v=fRaC0YiZefI,https://image.tmdb.org/t/p/w500/LHDFWJFHVA8Q7HoL6VqcZzpiia.jpg,1315540,0.0,0.0,"Depuis des années, Henri et Nora partagent tout : ils s'aiment et elle met en scène les pièces dans lesquelles il joue. Quand Henri décroche son premier rôle au cinéma, la production de leur nouveau spectacle est menacée et leur relation explose. Ils commencent à se demander : est-il possible de s’aimer sans s’appartenir ?"
748,2315,C'était mieux demain,2025,Comédie | Science-Fiction,"In 1950s France, Helene and Michel lead a simple life until a freak accident in 2025 leads to Helene becoming a bank executive and Michel struggling with unemployment and depression. Their children grow up in a technology-dominated world.",6.1,87.0,7.7954,100.0,https://www.youtube.com/watch?v=8ZBhVMOZY_A,https://image.tmdb.org/t/p/w500/b5EMAHeh4Zv23RIFoHk0PcOcs4m.jpg,1284496,0.0,8294733.0,"Dans la France des années 1950, Hélène et Michel mènent une vie simple jusqu'à ce qu'un accident anormal en 2025 conduise Hélène à devenir directrice de banque et Michel aux prises avec le chômage et la dépression. Leurs enfants grandissent dans un monde dominé par la technologie."
749,2318,Haut les mains !,2025,Comédie,"Environmental crimes drive them nuts, injustices suffered by women revolt them, and greenwashing makes them sick. Meet The Green Panthers, modern day Robin Hoods with a feminist streak, specialized in burglaries against polluters and misogynists. But to break into a safe and get the goods on their biggest target yet, they must team up with Bernard, an aging burglar whose ecofeminism isn’t quite up to date.",6.0,18.0,0.5936,83.0,https://www.youtube.com/watch?v=Scv1mnLnKCM,https://image.tmdb.org/t/p/w500/sKaBVsZncMcWn1FtLT0ox9aLBpx.jpg,1193450,0.0,0.0,"Les crimes environnementaux les rendent fous, les injustices subies par les femmes les révoltent et le greenwashing les rend malades. Rencontrez les Green Panthers, Robin des Bois des temps modernes à tendance féministe, spécialisés dans les cambriolages contre les pollueurs et les misogynes. Mais pour forcer un coffre-fort et acheminer les marchandises vers leur plus grande cible à ce jour, ils doivent faire équipe avec Bernard, un cambrioleur vieillissant dont l'écoféminisme n'est pas tout à fait au goût du jour."
750,2327,Vacances forcées,2025,Comédie,"Following a booking error, two families who are complete opposites, as well as a somewhat snobbish publisher and the influencer he wants to publish, are forced to share a sublime vacation home. The culture clash is immediate, between incompatible habits and strong personalities. Yet, despite the tensions and misunderstandings, this forced vacation takes an unexpected turn and turns out to be an adventure full of surprises and laughter.",6.074,54.0,1.2542,100.0,https://www.youtube.com/watch?v=w8sLDJ7KAiM,https://image.tmdb.org/t/p/w500/rxU0b5zCS0HL7updpQiypQL3uBU.jpg,1284505,0.0,0.0,"Suite à une erreur de réservation, deux familles aux antipodes, ainsi qu'un éditeur un peu snob et l'influenceur qu'il souhaite publier, sont contraints de partager une sublime maison de vacances. Le choc des cultures est immédiat, entre habitudes incompatibles et personnalités fortes. Pourtant, malgré les tensions et les incompréhensions, ces vacances forcées prennent une tournure inattendue et se révèlent être une aventure pleine de surprises et de rires."
751,2329,Un ours dans le Jura,2025,Comédie | Thriller | Crime,"Michel and Cathy, wed for longer than they can remember, lead a quiet but monotonous life in the mountains. When a bear bursts out in front of Michel’s car, accidentally killing two drug dealers and revealing a €2 million loot in the process, their life takes an unpredictable turn, especially when they decide to cover up the incident and keep the money! But their plan leads them to stumble upon an unexplained trail of dead bodies. More used to being honest than crooked, Michel and Cathy’s clumsy cover-up efforts soon put an interfering inspector hot on their trail.",6.445,339.0,3.769,112.0,https://www.youtube.com/watch?v=zfQfUoN6IwM,https://image.tmdb.org/t/p/w500/emguym9bd9QPIKVNO97gdvQv4R8.jpg,1210732,0.0,11511605.0,"Michel et Cathy, mariés depuis plus longtemps qu'ils ne s'en souviennent, mènent une vie tranquille mais monotone à la montagne. Lorsqu'un ours fait irruption devant la voiture de Michel, tuant accidentellement deux trafiquants de drogue et révélant au passage un butin de 2 millions d'euros, leur vie prend une tournure imprévisible, surtout lorsqu'ils décident d'étouffer l'incident et de garder l'argent ! Mais leur plan les amène à tomber sur une traînée inexpliquée de cadavres. Plus habitués à être honnêtes que malhonnêtes, les efforts maladroits de dissimulation de Michel et Cathy ont rapidement mis un inspecteur intervenu sur leurs traces."
752,2338,Elle l'adore,2014,Drame | Thriller | Comédie,"Muriel Bayen, a divorced beautician and mother of two, loves to tell stories. She is a huge fan of this singer Vincent Lacroix, in fact she is a dedicated fan. One day Vincent knock on her door and ask for her help.",6.0,269.0,0.7237,104.0,https://www.youtube.com/watch?v=_Pl0nNQh-Lg,https://image.tmdb.org/t/p/w500/9r0njgedq76nToHR8PQTLatQf2C.jpg,270919,0.0,0.0,"Muriel Bayen, esthéticienne divorcée et mère de deux enfants, adore raconter des histoires. Elle est une grande fan de ce chanteur Vincent Lacroix, en fait elle est une fan dévouée. Un jour Vincent frappe à sa porte et lui demande de l'aide."
753,2342,Regarde,2025,Comédie | Drame,A young boy who gradually loses sight goes on a getaway vacation with his divorced parents.,6.313,32.0,1.4212,87.0,https://www.youtube.com/watch?v=9GRIQLr1o-U,https://image.tmdb.org/t/p/w500/80XxGJZJNryIfffPF1g2iv6Vcgt.jpg,1242426,0.0,0.0,Un jeune garçon qui perd peu à peu la vue part en vacances avec ses parents divorcés.
754,2344,Différente,2025,Comédie | Romance,"Katia, a 35-year-old researcher in a documentary production company, has a chaotic way of navigating her relationship with Fred, her boyfriend. When she takes part in a new project, she finally puts her difference into words – and this revelation will turn their life upside down.",6.711,19.0,0.6828,100.0,https://www.youtube.com/watch?v=lT_vgobhA-E,https://image.tmdb.org/t/p/w500/2uhAFBTnDmqiAtJOlFU53PoonYV.jpg,1001030,3500000.0,426.0,"Katia, chercheuse de 35 ans dans une société de production de documentaires, vit de manière chaotique sa relation avec Fred, son petit ami. Lorsqu'elle participe à un nouveau projet, elle met enfin des mots sur sa différence – et cette révélation va bouleverser leur vie."
755,2348,"Kaamelott : Deuxième Volet, partie 1",2025,Aventure | Fantastique | Comédie | Histoire,"After reclaiming Kaamelott from Lancelot's tyrannical rule, Arthur spares his life, defying Celtic gods. Knights must prove themselves for Table Round seats while Arthur faces new threats as king.",6.077,98.0,2.0118,139.0,https://www.youtube.com/watch?v=6rB428f8U8k,https://image.tmdb.org/t/p/w500/rMbnkN9HV3cEoZbF5qx8pU4tWkV.jpg,1076897,20000000.0,0.0,"Après avoir récupéré Kaamelott du règne tyrannique de Lancelot, Arthur épargne sa vie, défiant les dieux celtiques. Les chevaliers doivent faire leurs preuves pour obtenir des sièges à la table ronde tandis qu'Arthur fait face à de nouvelles menaces en tant que roi."
756,2351,L'Incroyable Femme des neiges,2025,Comédie | Drame,"Fired from her job, dumped by her partner, and in poor health, 46-year-old adventurer Coline Morel, a Far North specialist, sees her life falling apart. But ""The Incredible Snow Woman"" will attempt one last comeback.",6.9,12.0,0.9097,101.0,https://www.youtube.com/watch?v=DjBZmWtsqhY,https://image.tmdb.org/t/p/w500/y0t4bI9SPrHkwOvshozVYPc56MZ.jpg,1221711,0.0,0.0,"Licenciée de son travail, larguée par son compagnon et en mauvaise santé, l'aventurière Coline Morel, 46 ans, spécialiste du Grand Nord, voit sa vie s'effondrer. Mais ""L'Incroyable Femme des Neiges"" tentera un dernier retour."
757,2355,Pas son genre,2014,Comédie | Romance | Drame,"Clement, a young philosophy teacher, is sent to Arras for a year. He meets Jennifer, a pretty hair stylist, and the two freely share their hearts and bodies as they try to overcome the cultural and social divide between them.",6.147,167.0,0.8395,111.0,https://www.youtube.com/watch?v=vxRDBNU_RAs,https://image.tmdb.org/t/p/w500/3EwA1aTlV2ysTmiz666eyopZkfA.jpg,266537,0.0,0.0,"Clément, jeune professeur de philosophie, est envoyé à Arras pour un an. Il rencontre Jennifer, une jolie coiffeuse, et tous deux partagent librement leur cœur et leur corps alors qu'ils tentent de surmonter le fossé culturel et social qui les sépare."
758,2359,L'Enlèvement de Michel Houellebecq,2014,Comédie | Drame,"In September 2011 writer Michel Houellebecq briefly disappeared off the face of the earth. Wild rumours began circulating on the Internet that he’d been abducted by Al-Qaeda or aliens from outer space. Some Twitter users even expressed relief that the controversial author was suddenly no longer around. This film now reveals what really happened: Three tough guys variously with impressive hairstyles and bodybuilder physiques carried off the star intellectual, taking him out of the daily stress of dodging autograph hunters and having his flat renovated and bringing him to a beautiful rural underdog idyll, full of dog grooming, bodybuilding demonstrations, junk cars and Polish sausages. But who was to pay the ransom?",6.5,50.0,0.5379,92.0,,https://image.tmdb.org/t/p/w500/rwvXLFfvVLwhYCw2WRjN9H5MCBU.jpg,255533,0.0,0.0,"En septembre 2011, l'écrivain Michel Houellebecq a brièvement disparu de la surface de la Terre. Des rumeurs folles ont commencé à circuler sur Internet selon lesquelles il aurait été enlevé par Al-Qaïda ou par des extraterrestres venus de l’espace. Certains utilisateurs de Twitter ont même exprimé leur soulagement que l'auteur controversé ne soit soudainement plus là. Ce film révèle maintenant ce qui s'est réellement passé : trois durs aux coiffures impressionnantes et au physique de bodybuilder ont enlevé l'intellectuel vedette, le sortant du stress quotidien consistant à esquiver les chasseurs d'autographes et à faire rénover son appartement et l'amenant dans une belle idylle rurale d'opprimé, pleine de toilettage de chiens, de démonstrations de musculation, de voitures de ferraille et de saucisses polonaises. Mais qui devait payer la rançon ?"
759,2365,Avignon,2025,Comédie | Familial,"A struggling actor, Stéphane arrives with his troupe at the Avignon Festival to perform a boulevard play. There, he meets Fanny, a renowned actress, and falls under her spell. Taking advantage of a misunderstanding to get closer to her, Stéphane sinks into a lie that he will have to keep going for the duration of the festival... but which will quickly overwhelm him!",6.215,135.0,0.7825,104.0,https://www.youtube.com/watch?v=T1yeqzM8tx8,https://image.tmdb.org/t/p/w500/oZAnL8j1RtFP2PsQKNgDC8g1XEe.jpg,1352310,0.0,0.0,"Acteur en difficulté, Stéphane débarque avec sa troupe au Festival d'Avignon pour jouer une pièce de boulevard. Là, il rencontre Fanny, une actrice de renom, et tombe sous son charme. Profitant d'un malentendu pour se rapprocher d'elle, Stéphane sombre dans un mensonge qu'il devra poursuivre pendant toute la durée du festival... mais qui va vite l'accabler !"
760,2366,Le Père Noël,2014,Comédie,"One night, a burglar in a Santa Claus costume is surprised by Victor, a young boy who believes he is the real Santa Claus. Victor then follows him, and they embark on an unexpected adventure that will change their lives.",6.7,176.0,2.6787,80.0,https://www.youtube.com/watch?v=QS6HEt7yzwQ,https://image.tmdb.org/t/p/w500/yVaBahJQT7YhNxXueWJqcgDekxw.jpg,305455,0.0,0.0,"Une nuit, un cambrioleur déguisé en Père Noël est surpris par Victor, un jeune garçon qui croit être le vrai Père Noël. Victor le suit alors, et ils se lancent dans une aventure inattendue qui va changer leur vie."
761,2371,Ceux qui comptent,2026,Comédie | Drame,"Rose and Jean have nothing in common. Rose is a force of nature who faces all her problems with a disarming joie de vivre. She lives with her 3 children upstairs in the family hotel that no longer belongs to her. They're not poor, they're broke... but only temporarily. Jean is a solitary, taciturn man who has buried his big heart under layers of modesty and resignation. When he arrives in this unusual family, however, he quickly becomes indispensable. What did they expect before they met? Probably nothing. He soon becomes indispensable.",6.68,25.0,1.33,100.0,https://www.youtube.com/watch?v=aVSM3_tlhVg,https://image.tmdb.org/t/p/w500/gtmENvIUyH4J7x8UcrsdFkmTpJq.jpg,1421963,0.0,0.0,"Rose et Jean n'ont rien en commun. Rose est une force de la nature qui affronte tous ses problèmes avec une joie de vivre désarmante. Elle vit avec ses 3 enfants à l'étage dans l'hôtel familial qui ne lui appartient plus. Ils ne sont pas pauvres, ils sont fauchés... mais seulement temporairement. Jean est un homme solitaire et taciturne qui a enfoui son grand cœur sous des couches de pudeur et de résignation. Mais lorsqu’il arrive dans cette famille atypique, il devient vite indispensable. À quoi s’attendaient-ils avant de se rencontrer ? Probablement rien. Il devient vite indispensable."
